Limit Breached,Result Date,Parameter,Sample Point,Result
False,2025-06-01 10:00:00,Temperature,ZONE_AD_NODE_28,23.0
False,2025-06-01 09:47:00,"Chlorine, Free",ZONE_AI_NODE_02,0.73
False,2025-06-01 09:47:00,"Chlorine, Total",ZONE_AI_NODE_02,0.86
False,2025-06-01 09:47:00,pH field,ZONE_AI_NODE_02,7.1
False,2025-06-01 09:47:00,Temperature,ZONE_AI_NODE_02,24.4
False,2025-06-01 09:45:00,"Chlorine, Free",ZONE_CY_NODE_05,0.69
False,2025-06-01 09:45:00,"Chlorine, Total",ZONE_CY_NODE_05,0.75
False,2025-06-01 09:45:00,pH field,ZONE_CY_NODE_05,7.5
False,2025-06-01 09:45:00,Temperature,ZONE_CY_NODE_05,21.8
False,2025-06-01 09:45:00,"Chlorine, Free",ZONE_CO_NODE_32,0.86
False,2025-06-01 09:45:00,"Chlorine, Total",ZONE_CO_NODE_32,1.3
False,2025-06-01 09:45:00,pH field,ZONE_CO_NODE_32,7.8
False,2025-06-01 09:45:00,Temperature,ZONE_CO_NODE_32,20.8
False,2025-06-01 09:45:00,"Chlorine, Free",ZONE_BK_NODE_01,0.05
False,2025-06-01 09:45:00,"Chlorine, Total",ZONE_BK_NODE_01,0.06
True,2025-06-01 09:45:00,pH field,ZONE_BK_NODE_01,8.7
False,2025-06-01 09:45:00,Temperature,ZONE_BK_NODE_01,20.6
False,2025-06-01 09:35:00,"Chlorine, Free",ZONE_AD_NODE_33,1.2
False,2025-06-01 09:35:00,"Chlorine, Total",ZONE_AD_NODE_33,1.5
False,2025-06-01 09:35:00,pH field,ZONE_AD_NODE_33,7.9
False,2025-06-01 09:35:00,Temperature,ZONE_AD_NODE_33,20.4
False,2025-06-01 09:30:00,"Chlorine, Free",ZONE_CY_NODE_06,0.71
False,2025-06-01 09:30:00,"Chlorine, Total",ZONE_CY_NODE_06,0.8
False,2025-06-01 09:30:00,pH field,ZONE_CY_NODE_06,7.4
False,2025-06-01 09:30:00,Temperature,ZONE_CY_NODE_06,21.9
False,2025-06-01 09:30:00,"Chlorine, Free",ZONE_BV_NODE_10,0.87
False,2025-06-01 09:30:00,"Chlorine, Total",ZONE_BV_NODE_10,1.0
False,2025-06-01 09:30:00,pH field,ZONE_BV_NODE_10,7.5
False,2025-06-01 09:30:00,Temperature,ZONE_BV_NODE_10,21.8
False,2025-06-01 09:22:00,"Chlorine, Free",ZONE_BU_NODE_03,0.75
False,2025-06-01 09:22:00,"Chlorine, Total",ZONE_BU_NODE_03,0.88
False,2025-06-01 09:22:00,pH field,ZONE_BU_NODE_03,7.2
False,2025-06-01 09:22:00,Temperature,ZONE_BU_NODE_03,22.5
False,2025-06-01 09:20:00,"Chlorine, Free",ZONE_AD_NODE_32,0.4
False,2025-06-01 09:20:00,"Chlorine, Total",ZONE_AD_NODE_32,0.73
False,2025-06-01 09:20:00,pH field,ZONE_AD_NODE_32,7.6
False,2025-06-01 09:20:00,Temperature,ZONE_AD_NODE_32,20.6
False,2025-06-01 09:10:00,"Chlorine, Free",ZONE_AC_NODE_15,0.55
False,2025-06-01 09:10:00,"Chlorine, Total",ZONE_AC_NODE_15,0.63
False,2025-06-01 09:10:00,pH field,ZONE_AC_NODE_15,7.7
False,2025-06-01 09:10:00,Temperature,ZONE_AC_NODE_15,22.3
False,2025-06-01 09:09:00,"Chlorine, Free",ZONE_CA_NODE_13,1.0
False,2025-06-01 09:09:00,"Chlorine, Total",ZONE_CA_NODE_13,1.4
False,2025-06-01 09:09:00,pH field,ZONE_CA_NODE_13,7.2
False,2025-06-01 09:09:00,Temperature,ZONE_CA_NODE_13,20.3
False,2025-06-01 09:05:00,"Chlorine, Free",ZONE_AU_NODE_01,0.28
False,2025-06-01 09:05:00,"Chlorine, Total",ZONE_AU_NODE_01,0.52
False,2025-06-01 09:05:00,pH field,ZONE_AU_NODE_01,7.8
False,2025-06-01 09:05:00,Temperature,ZONE_AU_NODE_01,21.8
False,2025-06-01 09:00:00,"Chlorine, Free",ZONE_AD_NODE_35,0.56
False,2025-06-01 09:00:00,"Chlorine, Total",ZONE_AD_NODE_35,0.92
False,2025-06-01 09:00:00,pH field,ZONE_AD_NODE_35,7.6
False,2025-06-01 09:00:00,Temperature,ZONE_AD_NODE_35,22.5
False,2025-06-01 08:56:00,"Chlorine, Free",ZONE_AH_NODE_10,1.1
False,2025-06-01 08:56:00,"Chlorine, Total",ZONE_AH_NODE_10,1.3
False,2025-06-01 08:56:00,Temperature,ZONE_AH_NODE_10,19.9
False,2025-06-01 08:56:00,pH field,ZONE_AH_NODE_10,7.1
False,2025-06-01 08:55:00,"Chlorine, Free",ZONE_AC_NODE_08,0.67
False,2025-06-01 08:55:00,"Chlorine, Total",ZONE_AC_NODE_08,0.75
False,2025-06-01 08:55:00,pH field,ZONE_AC_NODE_08,7.4
False,2025-06-01 08:55:00,Temperature,ZONE_AC_NODE_08,21.8
False,2025-06-01 08:52:00,"Chlorine, Free",ZONE_CA_NODE_12,0.94
False,2025-06-01 08:52:00,"Chlorine, Total",ZONE_CA_NODE_12,1.2
False,2025-06-01 08:52:00,pH field,ZONE_CA_NODE_12,7.3
False,2025-06-01 08:52:00,Temperature,ZONE_CA_NODE_12,21.7
False,2025-06-01 08:50:00,"Chlorine, Free",ZONE_AJ_NODE_09,0.99
False,2025-06-01 08:50:00,"Chlorine, Total",ZONE_AJ_NODE_09,1.2
False,2025-06-01 08:50:00,pH field,ZONE_AJ_NODE_09,7.5
False,2025-06-01 08:50:00,Temperature,ZONE_AJ_NODE_09,20.6
False,2025-06-01 08:45:00,"Chlorine, Free",ZONE_CY_NODE_22,0.66
False,2025-06-01 08:45:00,"Chlorine, Total",ZONE_CY_NODE_22,0.77
False,2025-06-01 08:45:00,pH field,ZONE_CY_NODE_22,7.4
False,2025-06-01 08:45:00,Temperature,ZONE_CY_NODE_22,20.8
False,2025-06-01 08:45:00,"Chlorine, Free",ZONE_AL_NODE_01,0.7
False,2025-06-01 08:45:00,"Chlorine, Total",ZONE_AL_NODE_01,0.93
False,2025-06-01 08:45:00,pH field,ZONE_AL_NODE_01,7.5
False,2025-06-01 08:45:00,Temperature,ZONE_AL_NODE_01,27.5
False,2025-06-01 08:33:00,"Chlorine, Free",ZONE_AR_NODE_06,0.49
False,2025-06-01 08:33:00,"Chlorine, Total",ZONE_AR_NODE_06,0.6
False,2025-06-01 08:33:00,pH field,ZONE_AR_NODE_06,7.3
False,2025-06-01 08:33:00,Temperature,ZONE_AR_NODE_06,21.2
False,2025-06-01 08:30:00,"Chlorine, Free",ZONE_CT_NODE_04,0.63
False,2025-06-01 08:30:00,"Chlorine, Total",ZONE_CT_NODE_04,0.74
False,2025-06-01 08:30:00,Temperature,ZONE_CT_NODE_04,21.9
False,2025-06-01 08:30:00,pH field,ZONE_CT_NODE_04,7.4
False,2025-06-01 08:30:00,"Chlorine, Free",ZONE_AD_NODE_24,0.63
False,2025-06-01 08:30:00,"Chlorine, Total",ZONE_AD_NODE_24,0.97
False,2025-06-01 08:30:00,pH field,ZONE_AD_NODE_24,7.5
False,2025-06-01 08:30:00,Temperature,ZONE_AD_NODE_24,22.7
False,2025-06-01 08:25:00,"Chlorine, Free",ZONE_CA_NODE_02,0.83
False,2025-06-01 08:25:00,"Chlorine, Total",ZONE_CA_NODE_02,1.0
False,2025-06-01 08:25:00,pH field,ZONE_CA_NODE_02,7.4
False,2025-06-01 08:25:00,Temperature,ZONE_CA_NODE_02,21.1
False,2025-06-01 08:20:00,"Chlorine, Free",ZONE_C_NODE_02,0.32
False,2025-06-01 08:20:00,"Chlorine, Total",ZONE_C_NODE_02,0.5
False,2025-06-01 08:20:00,Temperature,ZONE_C_NODE_02,25.6
False,2025-06-01 08:20:00,pH field,ZONE_C_NODE_02,7.6
False,2025-06-01 08:20:00,"Chlorine, Free",ZONE_AJ_NODE_06,0.87
False,2025-06-01 08:20:00,"Chlorine, Total",ZONE_AJ_NODE_06,1.0
False,2025-06-01 08:20:00,pH field,ZONE_AJ_NODE_06,7.7
False,2025-06-01 08:20:00,Temperature,ZONE_AJ_NODE_06,21.1
False,2025-06-01 08:10:00,"Chlorine, Free",ZONE_DF_NODE_03,0.74
False,2025-06-01 08:10:00,"Chlorine, Total",ZONE_DF_NODE_03,0.85
False,2025-06-01 08:10:00,pH field,ZONE_DF_NODE_03,7.4
False,2025-06-01 08:10:00,Temperature,ZONE_DF_NODE_03,20.5
False,2025-06-01 08:04:00,"Chlorine, Free",ZONE_AN_NODE_04,0.37
False,2025-06-01 08:04:00,"Chlorine, Total",ZONE_AN_NODE_04,0.47
False,2025-06-01 08:04:00,Temperature,ZONE_AN_NODE_04,24.3
False,2025-06-01 08:04:00,pH field,ZONE_AN_NODE_04,7.2
False,2025-06-01 08:00:00,"Chlorine, Free",ZONE_CR_NODE_05,1.0
False,2025-06-01 08:00:00,"Chlorine, Total",ZONE_CR_NODE_05,1.3
False,2025-06-01 08:00:00,pH field,ZONE_CR_NODE_05,7.4
False,2025-06-01 08:00:00,Temperature,ZONE_CR_NODE_05,21.7
False,2025-06-01 07:55:00,"Chlorine, Free",ZONE_C_NODE_04,0.73
False,2025-06-01 07:55:00,"Chlorine, Total",ZONE_C_NODE_04,0.92
False,2025-06-01 07:55:00,pH field,ZONE_C_NODE_04,7.5
False,2025-06-01 07:55:00,Temperature,ZONE_C_NODE_04,20.7
False,2025-06-01 07:50:00,"Chlorine, Free",ZONE_CT_NODE_08,0.71
False,2025-06-01 07:50:00,"Chlorine, Total",ZONE_CT_NODE_08,0.81
False,2025-06-01 07:50:00,pH field,ZONE_CT_NODE_08,7.1
False,2025-06-01 07:50:00,Temperature,ZONE_CT_NODE_08,21.7
False,2025-06-01 07:42:00,"Chlorine, Free",ZONE_AN_NODE_06,0.68
False,2025-06-01 07:42:00,"Chlorine, Total",ZONE_AN_NODE_06,0.8
False,2025-06-01 07:42:00,Temperature,ZONE_AN_NODE_06,22.4
False,2025-06-01 07:42:00,pH field,ZONE_AN_NODE_06,7.2
False,2025-06-01 07:42:00,"Chlorine, Free",ZONE_Q_NODE_09,0.96
False,2025-06-01 07:42:00,"Chlorine, Total",ZONE_Q_NODE_09,1.2
False,2025-06-01 07:42:00,pH field,ZONE_Q_NODE_09,7.2
False,2025-06-01 07:42:00,Temperature,ZONE_Q_NODE_09,18.5
False,2025-06-01 07:40:00,"Chlorine, Free",ZONE_BM_NODE_08,0.19
False,2025-06-01 07:40:00,"Chlorine, Total",ZONE_BM_NODE_08,0.46
False,2025-06-01 07:40:00,pH field,ZONE_BM_NODE_08,7.6
False,2025-06-01 07:40:00,Temperature,ZONE_BM_NODE_08,22.6
False,2025-06-01 07:40:00,"Chlorine, Free",ZONE_BA_NODE_05,0.61
False,2025-06-01 07:40:00,"Chlorine, Total",ZONE_BA_NODE_05,0.76
False,2025-06-01 07:40:00,pH field,ZONE_BA_NODE_05,7.6
False,2025-06-01 07:40:00,Temperature,ZONE_BA_NODE_05,21.4
False,2025-06-01 07:25:00,"Chlorine, Free",ZONE_CB_NODE_21,0.75
False,2025-06-01 07:25:00,"Chlorine, Total",ZONE_CB_NODE_21,0.96
False,2025-06-01 07:25:00,Temperature,ZONE_CB_NODE_21,23.7
False,2025-06-01 07:25:00,pH field,ZONE_CB_NODE_21,7.5
False,2025-06-01 07:20:00,"Chlorine, Free",ZONE_CZ_NODE_13,0.56
False,2025-06-01 07:20:00,"Chlorine, Total",ZONE_CZ_NODE_13,0.64
False,2025-06-01 07:20:00,pH field,ZONE_CZ_NODE_13,7.4
False,2025-06-01 07:20:00,Temperature,ZONE_CZ_NODE_13,22.8
False,2025-06-01 07:16:00,"Chlorine, Free",ZONE_Q_NODE_03,0.96
False,2025-06-01 07:16:00,"Chlorine, Total",ZONE_Q_NODE_03,1.3
False,2025-06-01 07:16:00,pH field,ZONE_Q_NODE_03,7.3
False,2025-06-01 07:16:00,Temperature,ZONE_Q_NODE_03,21.0
False,2025-06-01 07:10:00,"Chlorine, Free",ZONE_BM_NODE_13,0.43
False,2025-06-01 07:10:00,"Chlorine, Total",ZONE_BM_NODE_13,0.76
False,2025-06-01 07:10:00,pH field,ZONE_BM_NODE_13,7.4
False,2025-06-01 07:10:00,Temperature,ZONE_BM_NODE_13,23.0
False,2025-06-01 07:00:00,"Chlorine, Free",ZONE_BA_NODE_06,0.54
False,2025-06-01 07:00:00,"Chlorine, Total",ZONE_BA_NODE_06,0.7
False,2025-06-01 07:00:00,pH field,ZONE_BA_NODE_06,7.3
False,2025-06-01 07:00:00,Temperature,ZONE_BA_NODE_06,21.4
False,2025-06-01 06:55:00,"Chlorine, Free",ZONE_CB_NODE_08,0.18
False,2025-06-01 06:55:00,"Chlorine, Total",ZONE_CB_NODE_08,0.3
False,2025-06-01 06:55:00,pH field,ZONE_CB_NODE_08,7.4
False,2025-06-01 06:55:00,Temperature,ZONE_CB_NODE_08,27.8
False,2025-06-01 06:35:00,"Chlorine, Free",ZONE_R_NODE_01,0.54
False,2025-06-01 06:35:00,"Chlorine, Total",ZONE_R_NODE_01,0.67
False,2025-06-01 06:35:00,pH field,ZONE_R_NODE_01,7.4
False,2025-06-01 06:35:00,Temperature,ZONE_R_NODE_01,20.9
False,2025-01-01 12:55:00,"Chlorine, Free",ZONE_DF_NODE_05,0.86
False,2025-01-01 12:55:00,"Chlorine, Total",ZONE_DF_NODE_05,0.99
False,2025-01-01 12:55:00,pH field,ZONE_DF_NODE_05,7.7
False,2025-01-01 12:55:00,Temperature,ZONE_DF_NODE_05,21.3
False,2025-01-01 12:35:00,"Chlorine, Free",ZONE_DF_NODE_06,0.97
False,2025-01-01 12:35:00,"Chlorine, Total",ZONE_DF_NODE_06,1.0
False,2025-01-01 12:35:00,pH field,ZONE_DF_NODE_06,7.7
False,2025-01-01 12:35:00,Temperature,ZONE_DF_NODE_06,21.8
False,2025-01-01 12:05:00,"Chlorine, Free",ZONE_CJ_NODE_04,0.7
False,2025-01-01 12:05:00,"Chlorine, Total",ZONE_CJ_NODE_04,0.98
False,2025-01-01 12:05:00,pH field,ZONE_CJ_NODE_04,8.2
False,2025-01-01 12:05:00,Temperature,ZONE_CJ_NODE_04,21.3
False,2025-01-01 11:25:00,"Chlorine, Free",ZONE_Z_NODE_04,0.28
False,2025-01-01 11:25:00,"Chlorine, Total",ZONE_Z_NODE_04,0.37
False,2025-01-01 11:25:00,pH field,ZONE_Z_NODE_04,7.5
False,2025-01-01 11:25:00,Temperature,ZONE_Z_NODE_04,22.0
False,2025-01-01 11:05:00,"Chlorine, Free",ZONE_Z_NODE_08,0.17
False,2025-01-01 11:05:00,"Chlorine, Total",ZONE_Z_NODE_08,0.32
False,2025-01-01 11:05:00,pH field,ZONE_Z_NODE_08,7.5
False,2025-01-01 11:05:00,Temperature,ZONE_Z_NODE_08,21.5
False,2025-01-01 11:00:00,"Chlorine, Free",ZONE_BC_NODE_13,1.4
False,2025-01-01 11:00:00,"Chlorine, Total",ZONE_BC_NODE_13,1.6
False,2025-01-01 11:00:00,pH field,ZONE_BC_NODE_13,7.6
False,2025-01-01 11:00:00,Temperature,ZONE_BC_NODE_13,20.4
False,2025-01-01 10:57:00,"Chlorine, Free",ZONE_A_NODE_21,0.05
False,2025-01-01 10:57:00,"Chlorine, Total",ZONE_A_NODE_21,1.5
False,2025-01-01 10:57:00,pH field,ZONE_A_NODE_21,7.8
False,2025-01-01 10:57:00,Temperature,ZONE_A_NODE_21,20.0
False,2025-01-01 10:46:00,"Chlorine, Free",ZONE_A_NODE_22,0.05
False,2025-01-01 10:46:00,"Chlorine, Total",ZONE_A_NODE_22,1.4
False,2025-01-01 10:46:00,pH field,ZONE_A_NODE_22,7.8
False,2025-01-01 10:46:00,Temperature,ZONE_A_NODE_22,20.5
False,2025-01-01 10:45:00,"Chlorine, Free",ZONE_Z_NODE_23,0.26
False,2025-01-01 10:45:00,"Chlorine, Total",ZONE_Z_NODE_23,0.36
False,2025-01-01 10:45:00,pH field,ZONE_Z_NODE_23,7.5
False,2025-01-01 10:45:00,Temperature,ZONE_Z_NODE_23,21.8
False,2025-01-01 10:34:00,"Chlorine, Free",ZONE_A_NODE_20,0.05
False,2025-01-01 10:34:00,"Chlorine, Total",ZONE_A_NODE_20,1.6
False,2025-01-01 10:34:00,pH field,ZONE_A_NODE_20,7.7
False,2025-01-01 10:34:00,Temperature,ZONE_A_NODE_20,20.1
False,2025-01-01 10:25:00,"Chlorine, Free",ZONE_CR_NODE_06,0.05
False,2025-01-01 10:25:00,"Chlorine, Total",ZONE_CR_NODE_06,1.5
False,2025-01-01 10:25:00,pH field,ZONE_CR_NODE_06,7.6
False,2025-01-01 10:25:00,Temperature,ZONE_CR_NODE_06,20.4
False,2025-01-01 10:25:00,"Chlorine, Free",ZONE_BN_NODE_01,0.31
False,2025-01-01 10:25:00,"Chlorine, Total",ZONE_BN_NODE_01,0.47
False,2025-01-01 10:25:00,pH field,ZONE_BN_NODE_01,7.5
False,2025-01-01 10:25:00,Temperature,ZONE_BN_NODE_01,20.8
False,2025-01-01 10:20:00,"Chlorine, Free",ZONE_BC_NODE_03,0.63
False,2025-01-01 10:20:00,"Chlorine, Total",ZONE_BC_NODE_03,0.95
False,2025-01-01 10:20:00,pH field,ZONE_BC_NODE_03,7.7
False,2025-01-01 10:20:00,Temperature,ZONE_BC_NODE_03,18.1
False,2025-01-01 10:05:00,"Chlorine, Free",ZONE_BE_NODE_02,0.48
False,2025-01-01 10:05:00,"Chlorine, Total",ZONE_BE_NODE_02,0.63
False,2025-01-01 10:05:00,pH field,ZONE_BE_NODE_02,7.5
False,2025-01-01 10:05:00,Temperature,ZONE_BE_NODE_02,21.0
False,2025-01-01 09:45:00,"Chlorine, Free",ZONE_BC_NODE_05,0.81
False,2025-01-01 09:45:00,"Chlorine, Total",ZONE_BC_NODE_05,1.1
False,2025-01-01 09:45:00,pH field,ZONE_BC_NODE_05,7.7
False,2025-01-01 09:45:00,Temperature,ZONE_BC_NODE_05,19.1
False,2025-01-01 09:45:00,"Chlorine, Free",ZONE_BE_NODE_04,0.26
False,2025-01-01 09:45:00,"Chlorine, Total",ZONE_BE_NODE_04,0.38
False,2025-01-01 09:45:00,pH field,ZONE_BE_NODE_04,7.5
False,2025-01-01 09:45:00,Temperature,ZONE_BE_NODE_04,22.2
False,2025-01-01 09:25:00,"Chlorine, Free",ZONE_BE_NODE_01,0.55
False,2025-01-01 09:25:00,"Chlorine, Total",ZONE_BE_NODE_01,0.64
False,2025-01-01 09:25:00,pH field,ZONE_BE_NODE_01,7.4
False,2025-01-01 09:25:00,Temperature,ZONE_BE_NODE_01,21.7
False,2025-01-01 09:16:00,"Chlorine, Free",ZONE_A_NODE_02,0.05
False,2025-01-01 09:16:00,"Chlorine, Total",ZONE_A_NODE_02,0.55
False,2025-01-01 09:16:00,pH field,ZONE_A_NODE_02,7.6
False,2025-01-01 09:16:00,Temperature,ZONE_A_NODE_02,20.4
False,2025-01-01 08:49:00,"Chlorine, Free",ZONE_A_NODE_01,0.05
False,2025-01-01 08:49:00,"Chlorine, Total",ZONE_A_NODE_01,0.94
False,2025-01-01 08:49:00,pH field,ZONE_A_NODE_01,7.8
False,2025-01-01 08:49:00,Temperature,ZONE_A_NODE_01,19.5
False,2025-01-01 08:40:00,"Chlorine, Free",ZONE_A_NODE_16,0.97
False,2025-01-01 08:40:00,"Chlorine, Total",ZONE_A_NODE_16,1.6
False,2025-01-01 08:40:00,pH field,ZONE_A_NODE_16,7.8
False,2025-01-01 08:40:00,Temperature,ZONE_A_NODE_16,20.0
False,2025-01-01 08:35:00,"Chlorine, Free",ZONE_I_NODE_06,0.45
False,2025-01-01 08:35:00,"Chlorine, Total",ZONE_I_NODE_06,0.6
False,2025-01-01 08:35:00,pH field,ZONE_I_NODE_06,7.4
False,2025-01-01 08:35:00,Temperature,ZONE_I_NODE_06,21.3
False,2025-01-01 08:15:00,"Chlorine, Free",ZONE_BV_NODE_03,0.28
False,2025-01-01 08:15:00,"Chlorine, Total",ZONE_BV_NODE_03,0.37
False,2025-01-01 08:15:00,pH field,ZONE_BV_NODE_03,7.4
False,2025-01-01 08:15:00,Temperature,ZONE_BV_NODE_03,22.1
False,2025-01-01 08:10:00,"Chlorine, Free",ZONE_Y_NODE_01,1.4
False,2025-01-01 08:10:00,"Chlorine, Total",ZONE_Y_NODE_01,1.9
False,2025-01-01 08:10:00,pH field,ZONE_Y_NODE_01,7.8
False,2025-01-01 08:10:00,Temperature,ZONE_Y_NODE_01,19.7
False,2025-01-01 07:55:00,"Chlorine, Free",ZONE_CK_NODE_02,0.48
False,2025-01-01 07:55:00,"Chlorine, Total",ZONE_CK_NODE_02,0.65
False,2025-01-01 07:55:00,pH field,ZONE_CK_NODE_02,7.4
False,2025-01-01 07:55:00,Temperature,ZONE_CK_NODE_02,21.7
False,2025-01-01 07:40:00,"Chlorine, Free",ZONE_A_NODE_19,0.05
False,2025-01-01 07:40:00,"Chlorine, Total",ZONE_A_NODE_19,1.0
False,2025-01-01 07:40:00,pH field,ZONE_A_NODE_19,7.7
False,2025-01-01 07:40:00,Temperature,ZONE_A_NODE_19,21.9
False,2025-01-01 07:40:00,"Chlorine, Free",ZONE_DB_NODE_02,0.11
False,2025-01-01 07:40:00,"Chlorine, Total",ZONE_DB_NODE_02,0.26
False,2025-01-01 07:40:00,pH field,ZONE_DB_NODE_02,7.1
False,2025-01-01 07:40:00,Temperature,ZONE_DB_NODE_02,22.6
False,2025-01-01 07:20:00,"Chlorine, Free",ZONE_DB_NODE_01,0.33
False,2025-01-01 07:20:00,"Chlorine, Total",ZONE_DB_NODE_01,0.45
False,2025-01-01 07:20:00,pH field,ZONE_DB_NODE_01,7.1
False,2025-01-01 07:20:00,Temperature,ZONE_DB_NODE_01,22.2
False,2024-11-12 12:35:00,"Chlorine, Free",ZONE_AF_NODE_02,0.34
False,2024-11-12 12:35:00,"Chlorine, Total",ZONE_AF_NODE_02,0.46
False,2024-11-12 12:35:00,Temperature,ZONE_AF_NODE_02,20.6
False,2024-11-12 12:35:00,pH field,ZONE_AF_NODE_02,7.6
False,2024-11-12 12:30:00,"Chlorine, Free",ZONE_AF_NODE_04,0.39
False,2024-11-12 12:30:00,"Chlorine, Total",ZONE_AF_NODE_04,0.42
False,2024-11-12 12:30:00,Temperature,ZONE_AF_NODE_04,20.6
False,2024-11-12 12:30:00,pH field,ZONE_AF_NODE_04,7.8
False,2024-11-12 12:00:00,"Chlorine, Free",ZONE_H_NODE_04,0.26
False,2024-11-12 12:00:00,"Chlorine, Total",ZONE_H_NODE_04,0.34
False,2024-11-12 12:00:00,Temperature,ZONE_H_NODE_04,20.1
False,2024-11-12 12:00:00,pH field,ZONE_H_NODE_04,8.3
False,2024-11-12 11:58:00,"Chlorine, Free",ZONE_DC_NODE_19,0.64
False,2024-11-12 11:58:00,"Chlorine, Total",ZONE_DC_NODE_19,1.4
False,2024-11-12 11:58:00,Temperature,ZONE_DC_NODE_19,18.7
False,2024-11-12 11:58:00,pH field,ZONE_DC_NODE_19,7.7
False,2024-11-12 11:30:00,"Chlorine, Free",ZONE_CR_NODE_07,1.9
False,2024-11-12 11:30:00,"Chlorine, Total",ZONE_CR_NODE_07,2.1
False,2024-11-12 11:30:00,Temperature,ZONE_CR_NODE_07,19.0
False,2024-11-12 11:30:00,pH field,ZONE_CR_NODE_07,7.6
False,2024-11-12 11:25:00,"Chlorine, Free",ZONE_H_NODE_01,0.28
False,2024-11-12 11:25:00,"Chlorine, Total",ZONE_H_NODE_01,0.38
False,2024-11-12 11:25:00,Temperature,ZONE_H_NODE_01,20.1
False,2024-11-12 11:25:00,pH field,ZONE_H_NODE_01,8.0
False,2024-11-12 11:20:00,"Chlorine, Free",ZONE_CC_NODE_03,0.52
False,2024-11-12 11:20:00,"Chlorine, Total",ZONE_CC_NODE_03,0.66
False,2024-11-12 11:20:00,Temperature,ZONE_CC_NODE_03,21.3
False,2024-11-12 11:20:00,pH field,ZONE_CC_NODE_03,7.4
False,2024-11-12 11:15:00,"Chlorine, Free",ZONE_K_NODE_01,1.7
False,2024-11-12 11:15:00,"Chlorine, Total",ZONE_K_NODE_01,2.0
False,2024-11-12 11:15:00,Temperature,ZONE_K_NODE_01,19.5
False,2024-11-12 11:15:00,pH field,ZONE_K_NODE_01,7.6
False,2024-11-12 11:15:00,"Chlorine, Free",ZONE_DG_NODE_04,0.49
False,2024-11-12 11:15:00,"Chlorine, Total",ZONE_DG_NODE_04,0.76
False,2024-11-12 11:15:00,Temperature,ZONE_DG_NODE_04,20.5
False,2024-11-12 11:15:00,pH field,ZONE_DG_NODE_04,7.6
False,2024-11-12 11:14:00,"Chlorine, Free",ZONE_DG_NODE_01,0.38
False,2024-11-12 11:14:00,"Chlorine, Total",ZONE_DG_NODE_01,0.84
False,2024-11-12 11:14:00,Temperature,ZONE_DG_NODE_01,23.4
False,2024-11-12 11:14:00,pH field,ZONE_DG_NODE_01,7.4
False,2024-11-12 11:11:00,"Chlorine, Free",ZONE_BW_NODE_01,0.18
False,2024-11-12 11:11:00,"Chlorine, Total",ZONE_BW_NODE_01,0.27
False,2024-11-12 11:11:00,Temperature,ZONE_BW_NODE_01,20.1
True,2024-11-12 11:11:00,pH field,ZONE_BW_NODE_01,8.8
False,2024-11-12 11:02:00,"Chlorine, Free",ZONE_DC_NODE_12,1.2
False,2024-11-12 11:02:00,"Chlorine, Total",ZONE_DC_NODE_12,1.8
False,2024-11-12 11:02:00,Temperature,ZONE_DC_NODE_12,17.6
False,2024-11-12 11:02:00,pH field,ZONE_DC_NODE_12,7.5
False,2024-11-12 11:00:00,"Chlorine, Free",ZONE_BH_NODE_07,0.8
False,2024-11-12 11:00:00,"Chlorine, Total",ZONE_BH_NODE_07,1.0
False,2024-11-12 11:00:00,Temperature,ZONE_BH_NODE_07,18.0
False,2024-11-12 11:00:00,pH field,ZONE_BH_NODE_07,8.0
False,2024-11-12 10:55:00,"Chlorine, Free",ZONE_CC_NODE_02,0.39
False,2024-11-12 10:55:00,"Chlorine, Total",ZONE_CC_NODE_02,0.48
False,2024-11-12 10:55:00,Temperature,ZONE_CC_NODE_02,22.6
False,2024-11-12 10:55:00,pH field,ZONE_CC_NODE_02,7.4
False,2024-11-12 10:55:00,"Chlorine, Free",ZONE_BV_NODE_31,0.61
False,2024-11-12 10:55:00,"Chlorine, Total",ZONE_BV_NODE_31,0.71
False,2024-11-12 10:55:00,Temperature,ZONE_BV_NODE_31,19.3
False,2024-11-12 10:55:00,pH field,ZONE_BV_NODE_31,7.9
False,2024-11-12 10:55:00,"Chlorine, Free",ZONE_DG_NODE_07,0.49
False,2024-11-12 10:55:00,"Chlorine, Total",ZONE_DG_NODE_07,0.68
False,2024-11-12 10:55:00,Temperature,ZONE_DG_NODE_07,22.3
False,2024-11-12 10:55:00,pH field,ZONE_DG_NODE_07,7.5
False,2024-11-12 10:33:00,"Chlorine, Free",ZONE_P_NODE_02,0.39
False,2024-11-12 10:33:00,"Chlorine, Total",ZONE_P_NODE_02,0.79
False,2024-11-12 10:33:00,Temperature,ZONE_P_NODE_02,19.9
False,2024-11-12 10:33:00,pH field,ZONE_P_NODE_02,7.5
False,2024-11-12 10:30:00,"Chlorine, Free",ZONE_BH_NODE_20,0.91
False,2024-11-12 10:30:00,"Chlorine, Total",ZONE_BH_NODE_20,1.2
False,2024-11-12 10:30:00,Temperature,ZONE_BH_NODE_20,17.3
False,2024-11-12 10:30:00,pH field,ZONE_BH_NODE_20,8.0
False,2024-11-12 10:30:00,"Chlorine, Free",ZONE_DF_NODE_01,0.39
False,2024-11-12 10:30:00,"Chlorine, Total",ZONE_DF_NODE_01,0.51
False,2024-11-12 10:30:00,Temperature,ZONE_DF_NODE_01,19.1
